title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Inland Empire",movie,"Drama, Fantasy, Mystery",2006,tt0460829,6.8,66261,
"The Mummy: Tomb of the Dragon Emperor",movie,"Action, Adventure, Fantasy",2008,tt0859163,5.2,175697,
Next,movie,"Action, Sci-Fi, Thriller",2007,tt0435705,6.2,170830,
"Au Revoir les Enfants",movie,"Drama, War",1987,tt0092593,8,37480,
"The Piano Teacher",movie,"Drama, Music",2001,tt0254686,7.5,76205,
Elephant,movie,"Crime, Drama, Thriller",2003,tt0363589,7.1,100651,
"The Devil's Advocate",movie,"Drama, Fantasy, Mystery",1997,tt0118971,7.5,423772,
"Shoot the Piano Player",movie,"Crime, Drama, Thriller",1960,tt0054389,7.4,21361,
"You, Me and Dupree",movie,"Comedy, Romance",2006,tt0463034,5.6,85683,
"50 First Dates",movie,"Comedy, Drama, Romance",2004,tt0343660,6.8,398842,
"Russian Dolls",movie,"Comedy, Drama, Romance",2005,tt0409184,6.9,21651,
Transformers,movie,"Action, Adventure, Sci-Fi",2007,tt0418279,7.1,697488,
"Fear and Loathing in Las Vegas",movie,"Adventure, Comedy, Drama",1998,tt0120669,7.5,310559,
"The Karate Kid",movie,"Action, Drama, Family",1984,tt0087538,7.3,259296,
"Marie Antoinette",movie,"Biography, Drama, History",2006,tt0422720,6.5,127425,
"Open Your Eyes",movie,"Drama, Mystery, Sci-Fi",1997,tt0125659,7.7,75289,
"Sweet November",movie,"Drama, Romance",2001,tt0230838,6.7,96928,
"Twin Peaks: Fire Walk with Me",movie,"Drama, Horror, Mystery",1992,tt0105665,7.3,112848,
Superman,movie,"Action, Adventure, Sci-Fi",1978,tt0078346,7.4,196306,
Hulk,movie,"Action, Sci-Fi",2003,tt0286716,5.6,285968,
"The Amazing Spider-Man",movie,"Action, Sci-Fi",2012,tt0948470,6.9,733930,
"The Others",movie,"Horror, Mystery, Thriller",2001,tt0230600,7.6,410319,
"Shakespeare in Love",movie,"Comedy, Drama, History",1998,tt0138097,7.1,238915,
"Me and My Sister",movie,"Comedy, Drama",2004,tt0410639,6.4,1921,
Crank,movie,"Action, Crime, Thriller",2006,tt0479884,6.9,271413,
Zodiac,movie,"Crime, Drama, Mystery",2007,tt0443706,7.7,636143,
"Lucky You",movie,"Drama, Romance, Sport",2007,tt0338216,5.9,21407,
"The Butterfly Effect",movie,"Drama, Sci-Fi, Thriller",2004,tt0289879,7.6,540793,
"8 Women",movie,"Comedy, Crime, Musical",2002,tt0283832,7,35363,
"A Perfect Murder",movie,"Crime, Drama, Thriller",1998,tt0120787,6.6,95428,
Alexander,movie,"Action, Biography, Drama",2004,tt0346491,5.6,180329,
"The Grudge",movie,"Horror, Mystery, Thriller",2004,tt0391198,5.9,154690,
"The Constant Gardener",movie,"Drama, Mystery, Romance",2005,tt0387131,7.3,152623,
"Benny's Video",movie,"Crime, Drama",1992,tt0103793,7.1,19820,
"The Most Dangerous Game",movie,"Action, Adventure, Horror",1932,tt0023238,7.1,14746,
"Lara Croft: Tomb Raider",movie,"Action, Adventure, Fantasy",2001,tt0146316,5.8,225295,
"Lara Croft: Tomb Raider - The Cradle of Life",movie,"Action, Adventure, Fantasy",2003,tt0325703,5.5,148595,
"Two Brothers",movie,"Adventure, Drama, Family",2004,tt0338512,7,16289,
"4 Months, 3 Weeks and 2 Days",movie,Drama,2007,tt1032846,7.9,64702,
"The Diving Bell and the Butterfly",movie,"Biography, Drama",2007,tt0401383,8,111776,
"Mr. Deeds",movie,"Comedy, Romance",2002,tt0280590,5.8,158476,
"The Patriot",movie,"Action, Drama, History",2000,tt0187393,7.2,304038,
"Training Day",movie,"Crime, Drama, Thriller",2001,tt0139654,7.8,496371,
Moonstruck,movie,"Comedy, Drama, Romance",1987,tt0093565,7.2,74172,
"The Lake House",movie,"Drama, Fantasy, Romance",2006,tt0410297,6.8,161748,
"I, Robot",movie,"Action, Mystery, Sci-Fi",2004,tt0343818,7.1,597108,
"The Rink",movie,"Comedy, Short",1916,tt0007264,7,4488,
"Romeo Must Die",movie,"Action, Crime, Thriller",2000,tt0165929,6.1,75593,
"The Last Castle",movie,"Action, Drama, Thriller",2001,tt0272020,6.9,87564,
"American Pie",movie,Comedy,1999,tt0163651,7,451889,
"Rush Hour",movie,"Action, Comedy, Crime",1998,tt0120812,7,311930,
Payback,movie,"Action, Crime, Drama",1999,tt0120784,7.1,149936,
"Hostile Waters",movie,"Comedy, Crime, Drama",1997,tt0119320,6.3,2363,
"The Perfect Storm",movie,"Action, Adventure, Drama",2000,tt0177971,6.5,183860,
"The Glass House",movie,"Crime, Drama, Mystery",2001,tt0221218,5.8,41201,
"Tenacious D in the Pick of Destiny",movie,"Adventure, Comedy, Music",2006,tt0365830,6.8,117522,
"Death at a Funeral",movie,Comedy,2007,tt0795368,7.3,124827,
"Capturing the Friedmans",movie,"Biography, Crime, Documentary",2003,tt0342172,7.6,27947,
"The Golden Compass",movie,"Adventure, Family, Fantasy",2007,tt0385752,6.1,200598,
Closer,movie,"Drama, Romance",2004,tt0376541,7.2,244538,
"Space Jam",movie,"Adventure, Animation, Comedy",1996,tt0117705,6.5,222653,
Avalon,movie,Drama,1990,tt0099073,7.2,7186,
Inkheart,movie,"Adventure, Family, Fantasy",2008,tt0494238,6.1,84049,
Beowulf,movie,"Action, Adventure, Animation",2007,tt0442933,6.3,177393,
"Taxi 2",movie,"Action, Comedy, Crime",2000,tt0183869,6.5,61188,
"Taxi 3",movie,"Action, Comedy, Crime",2003,tt0295721,5.8,47287,
"Taxi 4",movie,"Action, Comedy, Crime",2007,tt0804540,5.6,31979,
"Reign Over Me",movie,Drama,2007,tt0490204,7.4,101186,
Topaz,movie,"Drama, Thriller",1969,tt0065112,6.2,20420,
"The Young Girls of Rochefort",movie,"Comedy, Drama, Musical",1967,tt0062873,7.7,12968,
"Tie Me Up! Tie Me Down!",movie,"Comedy, Crime, Drama",1989,tt0101026,7,33392,
"Lady Snowblood",movie,"Action, Crime, Drama",1973,tt0158714,7.6,17552,
"The Princess Bride",movie,"Adventure, Comedy, Family",1987,tt0093779,8,466796,
"The Bourne Identity",movie,"Action, Mystery, Thriller",2002,tt0258463,7.8,595134,
"The Bourne Supremacy",movie,"Action, Thriller",2004,tt0372183,7.7,500361,
"The Bourne Ultimatum",movie,"Action, Mystery, Thriller",2007,tt0440963,8,671641,
"The Aviator",movie,"Biography, Drama",2004,tt0338751,7.5,395373,
"The Tailor of Panama",movie,"Drama, Thriller",2001,tt0236784,6.1,32081,
"Born on the Fourth of July",movie,"Biography, Drama, War",1989,tt0096969,7.2,120481,
Innerspace,movie,"Action, Adventure, Comedy",1987,tt0093260,6.8,67545,
"Two Weeks Notice",movie,"Comedy, Romance",2002,tt0313737,6.2,130990,
"The Game",movie,"Drama, Mystery, Thriller",1997,tt0119174,7.7,453128,
Z,movie,"Crime, Drama, Thriller",1969,tt0065234,8.1,32740,
"Journey to Italy",movie,"Drama, Romance",1954,tt0046511,7.3,13163,
"Addams Family Values",movie,"Comedy, Fantasy",1993,tt0106220,6.8,117113,
"The Adventures of Priscilla, Queen of the Desert",movie,"Comedy, Music",1994,tt0109045,7.5,58235,
"The Lodger: A Story of the London Fog",movie,"Crime, Drama, Mystery",1927,tt0017075,7.3,14308,
"American Pie 2",movie,Comedy,2001,tt0252866,6.4,279114,
"American Splendor",movie,"Biography, Comedy, Drama",2003,tt0305206,7.4,53652,
"Pitch Black",movie,"Horror, Sci-Fi, Thriller",2000,tt0134847,7,259309,
"The Chronicles of Riddick",movie,"Action, Adventure, Sci-Fi",2004,tt0296572,6.6,247801,
"Rumor Has It...",movie,"Comedy, Drama, Romance",2005,tt0398375,5.5,63450,
"A Very Long Engagement",movie,"Drama, Mystery, Romance",2004,tt0344510,7.6,76973,
"And the Band Played On",movie,"Drama, History",1993,tt0106273,7.8,11383,
"An Angel at My Table",movie,"Biography, Drama",1990,tt0099040,7.4,9131,
"The Addams Family",movie,"Comedy, Fantasy",1991,tt0101272,7,191385,
"License to Wed",movie,"Comedy, Romance",2007,tt0762114,5.3,41311,
"An Impossible Voyage",movie,"Action, Adventure, Family",1904,tt0000499,7.4,4260,
"Ghostbusters II",movie,"Action, Comedy, Fantasy",1989,tt0097428,6.6,233564,
Frankenstein,movie,"Drama, Horror, Sci-Fi",1931,tt0021884,7.8,83641,
"Modern Times",movie,"Comedy, Drama, Romance",1936,tt0027977,8.5,273197,
"Seance on a Wet Afternoon",movie,"Crime, Drama",1964,tt0058557,7.6,7831,
"Destroy All Monsters",movie,"Action, Sci-Fi, Thriller",1968,tt0063172,6.4,8249,
"Ebirah, Horror of the Deep",movie,"Adventure, Fantasy, Sci-Fi",1966,tt0060464,5.5,6865,
"Midnight Cowboy",movie,Drama,1969,tt0064665,7.8,126734,
"Gangs of New York",movie,"Crime, Drama",2002,tt0217505,7.5,488809,
"The War of the Gargantuas",movie,"Action, Horror, Sci-Fi",1966,tt0060440,6.2,3814,
"Barry Lyndon",movie,"Adventure, Drama, War",1975,tt0072684,8.1,193521,
"Death Watch",movie,"Drama, Sci-Fi, Thriller",1980,tt0081182,6.5,3681,
Fame,movie,"Drama, Music, Musical",1980,tt0080716,6.6,25583,
"The Number 23",movie,"Crime, Mystery, Thriller",2007,tt0481369,6.4,217576,
"Girl with a Pearl Earring",movie,"Biography, Drama, Romance",2003,tt0335119,6.9,84233,
"No Reservations",movie,"Comedy, Drama, Romance",2007,tt0481141,6.3,81396,
Onibaba,movie,"Drama, Horror, Thriller",1964,tt0058430,7.9,23986,
"Throne of Blood",movie,Drama,1957,tt0050613,8,58153,
"Red Beard",movie,Drama,1965,tt0058888,8.3,22333,
Ikiru,movie,Drama,1952,tt0044741,8.3,96552,
"Corpse Bride",movie,"Animation, Comedy, Drama",2005,tt0121164,7.4,313992,
"What Women Want",movie,"Comedy, Fantasy, Romance",2000,tt0207201,6.5,231091,
Beetlejuice,movie,"Comedy, Fantasy",1988,tt0094721,7.5,403438,
Blow,movie,"Biography, Crime, Drama",2001,tt0221027,7.5,281976,
"Shoot 'Em Up",movie,"Action, Comedy, Thriller",2007,tt0465602,6.6,157318,
"Revolutionary Road",movie,"Drama, Romance",2008,tt0959337,7.3,230420,
Stromboli,movie,Drama,1950,tt0041931,7.2,8456,
Scream,movie,"Horror, Mystery",1996,tt0117571,7.4,417934,
"Scream 2",movie,"Horror, Mystery",1997,tt0120082,6.3,222911,
"Scream 3",movie,"Horror, Mystery",2000,tt0134084,5.7,173979,
"Scary Movie",movie,Comedy,2000,tt0175142,6.3,303625,
"Serial Lover",movie,"Comedy, Crime",1998,tt0155157,6.7,1557,
"Charlie's Angels",movie,"Action, Adventure, Comedy",2000,tt0160127,5.6,202254,
"Pride & Prejudice",movie,"Drama, Romance",2005,tt0414387,7.8,354459,
Monster-in-Law,movie,"Comedy, Romance",2005,tt0369735,5.6,67421,
"Shall We Dance?",movie,"Comedy, Drama, Music",2004,tt0358135,6.2,51155,
"The Brave One",movie,"Crime, Drama, Thriller",2007,tt0476964,6.7,64816,
"Jean de Florette",movie,Drama,1986,tt0091288,8.1,28454,
"Manon of the Spring",movie,Drama,1986,tt0091480,8,24868,
"Friday the 13th",movie,"Horror, Mystery, Thriller",1980,tt0080761,6.4,166585,
"The Assassination of Jesse James by the Coward Robert Ford",movie,"Biography, Crime, Drama",2007,tt0443680,7.5,198238,
"30 Days of Night",movie,"Horror, Thriller",2007,tt0389722,6.6,195619,
Sleuth,movie,"Crime, Drama, Mystery",2007,tt0857265,6.3,33498,
"Panic Room",movie,"Crime, Drama, Thriller",2002,tt0258000,6.8,307148,
"The Machinist",movie,"Drama, Thriller",2004,tt0361862,7.6,429677,
Orpheus,movie,"Drama, Fantasy, Romance",1950,tt0041719,7.8,13995,
"Sex and the City",movie,"Comedy, Drama, Romance",2008,tt1000774,5.7,130558,
"Sense and Sensibility",movie,"Drama, Romance",1995,tt0114388,7.7,131699,
Armored,movie,"Action, Crime, Mystery",2009,tt0913354,5.7,32425,
"Hot Fuzz",movie,"Action, Comedy, Mystery",2007,tt0425112,7.8,552118,
"Masculine Feminine",movie,"Drama, Romance",1966,tt0060675,7.4,18285,
"The Lost Honor of Katharina Blum",movie,"Crime, Drama",1975,tt0073858,7.3,5150,
"Gone Baby Gone",movie,"Crime, Drama, Mystery",2007,tt0452623,7.6,302157,
Charade,movie,"Comedy, Mystery, Romance",1963,tt0056923,7.8,89789,
"Ghost Dog: The Way of the Samurai",movie,"Crime, Drama",1999,tt0165798,7.5,100730,
"The Jackal",movie,"Action, Crime, Drama",1997,tt0119395,6.4,128981,
"Layer Cake",movie,"Crime, Drama, Thriller",2004,tt0375912,7.2,202523,
"The Invasion",movie,"Sci-Fi, Thriller",2007,tt0427392,5.9,85765,
"Confessions of a Dangerous Mind",movie,"Biography, Comedy, Crime",2002,tt0270288,7,93942,
"The Curious Case of Benjamin Button",movie,"Drama, Fantasy, Romance",2008,tt0421715,7.8,722024,
"Howl's Moving Castle",movie,"Adventure, Animation, Family",2004,tt0347149,8.2,483787,
"Burn After Reading",movie,"Comedy, Crime, Drama",2008,tt0887883,7,364316,
"The Swimming Pool",movie,"Crime, Drama, Romance",1969,tt0064816,7.1,15018,
"Drop Zone",movie,"Action, Adventure, Thriller",1994,tt0109676,5.6,22343,
"The International",movie,"Action, Crime, Drama",2009,tt0963178,6.5,102618,
"Knocked Up",movie,"Comedy, Romance",2007,tt0478311,6.9,392411,
"Five Times Two",movie,"Drama, Romance",2004,tt0354356,6.6,10640,
Paprika,movie,"Animation, Drama, Fantasy",2006,tt0851578,7.7,104743,
"American Gangster",movie,"Biography, Crime, Drama",2007,tt0765429,7.8,471949,
"Vicky Cristina Barcelona",movie,"Comedy, Drama, Romance",2008,tt0497465,7.1,275000,
"Ashes and Diamonds",movie,"Drama, Romance, War",1958,tt0052080,7.7,14242,
Severance,movie,"Comedy, Horror",2006,tt0464196,6.4,42009,
"The Sugarland Express",movie,"Crime, Drama",1974,tt0072226,6.7,20713,
Rendition,movie,"Drama, Thriller",2007,tt0804522,6.8,59118,
"The In-Laws",movie,"Action, Comedy, Thriller",2003,tt0314786,5.7,18215,
"Bicycle Thieves",movie,Drama,1948,tt0040522,8.2,185589,
L'Avventura,movie,"Drama, Mystery, Romance",1960,tt0053619,7.7,35384,
"Rush Hour 3",movie,"Action, Comedy, Crime",2007,tt0293564,6.2,191679,
"Rush Hour 2",movie,"Action, Comedy, Crime",2001,tt0266915,6.7,250058,
"3:10 to Yuma",movie,"Action, Crime, Drama",2007,tt0381849,7.6,343075,
"Kiss Kiss Bang Bang",movie,"Comedy, Crime, Mystery",2005,tt0373469,7.5,244121,
"The Polar Express",movie,"Adventure, Animation, Family",2004,tt0338348,6.6,257589,
"Fred Claus",movie,"Comedy, Family, Fantasy",2007,tt0486583,5.7,49525,
Gunner,movie,Action,2024,tt12598606,3.2,2765,
"The Fugitive",movie,"Action, Crime, Drama",1993,tt0106977,7.8,333679,
"Le Samouraï",movie,"Crime, Drama, Thriller",1967,tt0062229,8,62520,
RoboCop,movie,"Action, Crime, Sci-Fi",1987,tt0093870,7.6,296974,
"Space Cowboys",movie,"Action, Adventure, Thriller",2000,tt0186566,6.5,88914,
"Bee Movie",movie,"Adventure, Animation, Comedy",2007,tt0389790,6.1,188786,
"Pee-wee's Big Adventure",movie,"Adventure, Comedy, Family",1985,tt0089791,7,61263,
"Tom Jones",movie,"Adventure, Comedy, History",1963,tt0057590,6.4,14844,
"Torn Curtain",movie,"Drama, Romance, Thriller",1966,tt0061107,6.6,30661,
"Pather Panchali",movie,Drama,1955,tt0048473,8.2,40203,
"Family Plot",movie,"Comedy, Crime, Drama",1976,tt0074512,6.8,25824,
"Fanny and Alexander",movie,Drama,1982,tt0083922,8.1,69510,
"Along Came Polly",movie,"Comedy, Romance",2004,tt0343135,6,147741,
"The Umbrellas of Cherbourg",movie,"Drama, Musical, Romance",1964,tt0058450,7.8,33277,
"The Witches of Eastwick",movie,"Comedy, Fantasy, Horror",1987,tt0094332,6.6,81191,
"The Mexican",movie,"Adventure, Comedy, Drama",2001,tt0236493,6.1,118716,
"Carlito's Way",movie,"Crime, Drama, Thriller",1993,tt0106519,7.9,240433,
Empties,movie,"Comedy, Drama",2007,tt0809951,7.2,5147,
"Revenge of the Pink Panther",movie,"Comedy, Crime, Mystery",1978,tt0078163,6.6,24234,
Dracula,movie,"Fantasy, Horror, Romance",1992,tt0103874,7.4,256190,
"Three Kings",movie,"Action, Adventure, Comedy",1999,tt0120188,7.1,184388,
"Practical Magic",movie,"Comedy, Drama, Fantasy",1998,tt0120791,6.3,100192,
"Till the End of the Night",movie,Drama,1995,tt0111431,3.8,483,
"Freddy vs. Jason",movie,"Action, Horror",2003,tt0329101,5.7,131870,
"Alvin and the Chipmunks",movie,"Adventure, Comedy, Family",2007,tt0952640,5.3,99852,
"I Am Legend",movie,"Drama, Horror, Sci-Fi",2007,tt0480249,7.2,850292,
"The Orphanage",movie,"Drama, Horror, Mystery",2007,tt0464141,7.4,167453,
"Walk Hard: The Dewey Cox Story",movie,"Comedy, Music",2007,tt0841046,6.8,79455,
"Zathura: A Space Adventure",movie,"Action, Adventure, Comedy",2005,tt0406375,6.3,121010,
"Failure to Launch",movie,"Comedy, Romance",2006,tt0427229,5.7,91448,
"One Missed Call",movie,"Horror, Mystery",2008,tt0479968,4,34749,
Yamakasi,movie,"Action, Crime, Drama",2001,tt0267129,6.1,13624,
"The 40-Year-Old Virgin",movie,"Comedy, Romance",2005,tt0405422,7.1,485783,
"In the Valley of Elah",movie,"Crime, Drama, Mystery",2007,tt0478134,7.1,76427,
"Vampire's Kiss",movie,"Comedy, Crime, Fantasy",1988,tt0098577,6.1,23260,
"Perfect Stranger",movie,"Crime, Mystery, Thriller",2007,tt0457433,5.7,52997,
Cloverfield,movie,"Action, Horror, Sci-Fi",2008,tt1060277,7,433869,
"Coach Carter",movie,"Biography, Drama, Sport",2005,tt0393162,7.3,180567,
"Ruby & Quentin",movie,"Comedy, Crime",2003,tt0310203,7.1,31674,
"Matchstick Men",movie,"Comedy, Crime, Drama",2003,tt0325805,7.3,142211,
Duplex,movie,Comedy,2003,tt0266489,5.9,64254,
"Maid in Manhattan",movie,"Comedy, Drama, Romance",2002,tt0252076,5.4,99574,
Carrie,movie,"Horror, Mystery",1976,tt0074285,7.4,218175,
"The Rage: Carrie 2",movie,"Drama, Horror, Sci-Fi",1999,tt0144814,4.8,18699,
"There Will Be Blood",movie,Drama,2007,tt0469494,8.2,671565,
"Elite Squad",movie,"Action, Crime, Drama",2007,tt0861739,8,115072,
"Chicken Run",movie,"Adventure, Animation, Comedy",2000,tt0120630,7.1,219267,
"Speed Racer",movie,"Action, Adventure, Comedy",2008,tt0811080,6.1,80875,
"Vantage Point",movie,"Action, Drama, Thriller",2008,tt0443274,6.6,155928,
"Open Season",movie,"Adventure, Animation, Comedy",2006,tt0400717,6.1,110207,
"Over the Hedge",movie,"Adventure, Animation, Comedy",2006,tt0327084,6.7,196569,
"Fun with Dick and Jane",movie,"Comedy, Crime",2005,tt0369441,6.2,158688,
"Resident Evil: Extinction",movie,"Action, Horror, Sci-Fi",2007,tt0432021,6.2,210935,
"10,000 BC",movie,"Action, Adventure, Drama",2008,tt0443649,5.1,137674,
Amarcord,movie,"Comedy, Drama",1973,tt0071129,7.8,49739,
"Half Nelson",movie,Drama,2006,tt0468489,7.1,93943,
"The Wolfman",movie,"Drama, Fantasy, Horror",2010,tt0780653,5.9,115310,
"The Kite Runner",movie,Drama,2007,tt0419887,7.6,83924,
"It's a Free World...",movie,Drama,2007,tt0807054,7,6439,
"Germany Year Zero",movie,Drama,1948,tt0039417,7.8,14548,
"Punch-Drunk Love",movie,"Comedy, Drama, Romance",2002,tt0272338,7.3,185865,
21,movie,"Crime, Drama, Thriller",2008,tt0478087,6.8,274242,
Desperado,movie,"Action, Crime, Drama",1995,tt0112851,7.1,203628,
"2 or 3 Things I Know About Her",movie,"Comedy, Drama",1967,tt0060304,6.5,8978,
Weekend,movie,"Adventure, Comedy, Drama",1967,tt0062480,6.9,16315,
"Desperately Seeking Susan",movie,"Comedy, Drama",1985,tt0089017,6.1,27598,
"Napoleon Dynamite",movie,Comedy,2004,tt0374900,7,247516,
"Midnight in the Garden of Good and Evil",movie,"Crime, Drama, Mystery",1997,tt0119668,6.6,42669,
"The Man Who Knew Too Much",movie,"Crime, Drama, Mystery",1934,tt0025452,6.7,22465,
Disturbia,movie,"Crime, Drama, Mystery",2007,tt0486822,6.8,265006,
"American Wedding",movie,Comedy,2003,tt0328828,6.3,223484,
Paris,movie,"Comedy, Drama, Romance",2008,tt0869994,6.8,13036,
"The Secret of the Grain",movie,Drama,2007,tt0487419,7.4,8097,
"The Spirit",movie,"Action, Crime, Fantasy",2008,tt0831887,4.7,63658,
"In Bruges",movie,"Comedy, Crime, Drama",2008,tt0780536,7.9,479510,
"My Big Fat Greek Wedding",movie,"Comedy, Drama, Romance",2002,tt0259446,6.6,148426,
"Beautiful Memories",movie,"Drama, Romance",2001,tt0259440,7.2,1450,
"Ice Age: Dawn of the Dinosaurs",movie,"Adventure, Animation, Comedy",2009,tt1080016,6.9,275889,
"Robin Hood: Prince of Thieves",movie,"Action, Adventure, Drama",1991,tt0102798,6.9,215941,
"Transformers: Revenge of the Fallen",movie,"Action, Adventure, Sci-Fi",2009,tt1055369,6,442028,
"Definitely, Maybe",movie,"Comedy, Drama, Romance",2008,tt0832266,7.1,178589,
"My Neighbor Totoro",movie,"Animation, Comedy, Family",1988,tt0096283,8.1,408064,
"A Man Apart",movie,"Action, Crime, Drama",2003,tt0266465,6,50404,
"Event Horizon",movie,"Horror, Sci-Fi, Thriller",1997,tt0119081,6.6,206171,
"...And God Created Woman",movie,"Drama, Romance",1956,tt0049189,6.3,9858,
Paisan,movie,"Drama, War",1946,tt0038823,7.6,10123,
"Summer Things",movie,"Comedy, Drama, Romance",2002,tt0290916,6.5,2662,
Carandiru,movie,"Crime, Drama",2003,tt0293007,7.6,23502,
"Drillbit Taylor",movie,"Action, Comedy, Crime",2008,tt0817538,5.7,63347,
"Dumb and Dumber",movie,Comedy,1994,tt0109686,7.3,429354,
"John Q",movie,"Crime, Drama, Thriller",2002,tt0251160,7.1,149096,
Ali,movie,"Biography, Drama, Sport",2001,tt0248667,6.7,108205,
"Superman II",movie,"Action, Adventure, Sci-Fi",1980,tt0081573,6.8,119125,
"Master and Commander: The Far Side of the World",movie,"Action, Adventure, Drama",2003,tt0311113,7.5,246850,
"The Exorcism of Emily Rose",movie,"Drama, Horror, Thriller",2005,tt0404032,6.7,145033,
"Fool's Gold",movie,"Action, Adventure, Comedy",2008,tt0770752,5.7,87054,
Taken,movie,"Action, Crime, Thriller",2008,tt0936501,7.7,655599,
"The Road Warrior",movie,"Action, Adventure, Sci-Fi",1981,tt0082694,7.6,207876,
"My Life as a Dog",movie,"Comedy, Drama",1985,tt0089606,7.6,23291,
"Legally Blonde",movie,"Comedy, Romance",2001,tt0250494,6.5,267598,
Jumanji,movie,"Adventure, Comedy, Family",1995,tt0113497,7.1,396082,
"The Bank Job",movie,"Crime, Thriller",2008,tt0200465,7.2,193671,
Alfie,movie,"Comedy, Drama, Romance",2004,tt0375173,6.2,55849,
"The Blob",movie,"Horror, Sci-Fi",1958,tt0051418,6.3,30911,
"The Karate Kid Part II",movie,"Action, Family, Sport",1986,tt0091326,6.1,104588,
"Eight Legged Freaks",movie,"Action, Adventure, Comedy",2002,tt0271367,5.5,61811,
"My Best Friend's Wedding",movie,"Comedy, Drama, Romance",1997,tt0119738,6.4,161467,
"Pale Rider",movie,"Drama, Western",1985,tt0089767,7.3,67945,
Gomorrah,movie,"Crime, Drama",2008,tt0929425,7,52327,
"Waltz with Bashir",movie,"Animation, Biography, Documentary",2008,tt1185616,8,61763,
Wanted,movie,"Action, Crime, Thriller",2008,tt0493464,6.7,420059,
"Deep Blue Sea",movie,"Action, Adventure, Sci-Fi",1999,tt0149261,5.9,147553,
Antz,movie,"Adventure, Animation, Comedy",1998,tt0120587,6.5,167671,
"Garfield: The Movie",movie,"Adventure, Comedy, Family",2004,tt0356634,5.1,97845,
